NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,offensegroup,LONGITUDE,END_DATE,offense-text,SHIFT,YBLOCK,DISTRICT,WARD,YEAR,offensekey,BID,sector,PSA,ucr-rank,BLOCK_GROUP,VOTING_PRECINCT,XBLOCK,BLOCK,START_DATE,CCN,OFFENSE,OCTO_RECORD_ID,ANC,REPORT_DAT,METHOD,location,LATITUDE
cluster 2,003100,property,-77.0241751222164,2019-04-21T20:53:35.000,theft/other,evening,140846,4,1,2019,property|theft/other,,4D3,409,6,003100 1,precinct 43,397904,3639 - 3649 block of georgia avenue nw,2019-04-21T20:08:21.000,19067868,theft/other,19067868-01,1A,2019-04-22T01:23:53.000Z,others,"38.93550440403726,-77.024177415452527",38.9354966096486
cluster 8,004702,property,-77.0106290242159,2019-04-21T21:04:48.000,theft f/auto,evening,136928,1,6,2019,property|theft f/auto,noma,1D1,102,7,004702 1,precinct 1,399078,1 - 99 block of h street nw,2019-04-21T20:29:37.000,19067878,theft f/auto,19067878-01,6E,2019-04-22T01:33:11.000Z,others,"38.900211780653265,-77.010631311076139",38.9002039928735
cluster 21,008701,property,-77.0043010406831,2019-04-16T19:00:02.000,theft/other,evening,138792,5,5,2019,property|theft/other,,5D1,502,6,008701 2,precinct 75,399627,141 - 199 block of u street ne,2019-04-16T18:05:23.000,19064602,theft/other,19064602-01,5E,2019-04-16T23:43:09.000Z,others,"38.917003742712417,-77.004303326598034",38.9169959513109
cluster 21,009203,property,-77.0013030551643,,theft/other,evening,139150,5,5,2019,property|theft/other,,5D1,502,6,009203 2,precinct 74,399887,300 - 399 block of adams street ne,2019-04-16T18:04:20.000,19064635,theft/other,19064635-01,5E,2019-04-16T23:45:27.000Z,others,"38.920228796775767,-77.001305340342526",38.9202210046124
cluster 16,001600,property,-77.0264518549481,,theft f/auto,day,145658,4,4,2019,property|theft f/auto,,4D1,401,7,001600 2,precinct 62,397708,7300  - 7399 block of georgia avenue nw,2019-04-26T12:15:31.000,19071017,theft f/auto,19071017-01,4A,2019-04-26T16:47:59.000Z,others,"38.978851675871915,-77.0264541515498",38.9788438728389
cluster 21,009204,violent,-76.9958484268127,2019-05-01T11:43:35.000,robbery,day,139621,5,5,2019,violent|robbery,,5D1,502,4,009204 2,precinct 74,400360,701 - 709 block of edgewood street ne,2019-05-01T10:15:38.000,19074131,robbery,19074131-01,5E,2019-05-01T15:47:50.000Z,gun,"38.92447165089208,-76.995850710551139",38.92446385767
cluster 26,006700,property,-76.9932108652129,2019-04-29T10:00:04.000,theft f/auto,day,135773,1,6,2019,property|theft f/auto,,1D2,107,7,006700 3,precinct 88,400589,900 - 999 block of east capitol street,2019-04-28T16:00:56.000,19074133,theft f/auto,19074133-01,6B,2019-05-01T15:28:44.000Z,others,"38.889807402147873,-76.993213146014213",38.8897996158178
cluster 18,002501,property,-77.0354820779391,2019-04-30T20:30:52.000,theft/other,day,141672,4,4,2019,property|theft/other,,4D3,404,6,002501 2,precinct 48,396924,1500  - 1599 block of varnum street nw,2019-04-30T20:00:33.000,19074140,theft/other,19074140-01,4C,2019-05-01T16:22:51.000Z,others,"38.942942370212272,-77.035484375152336",38.9429345747473
cluster 11,001001,property,-77.0845941314012,2019-05-01T11:50:40.000,theft f/auto,day,143406,2,3,2019,property|theft f/auto,,2D1,202,7,001001 1,precinct 31,392668,5224 - 5299 block of wisconsin avenue nw,2019-05-01T10:30:43.000,19074161,theft f/auto,19074161-01,3E,2019-05-01T16:31:21.000Z,others,"38.958537499459098,-77.084596444865952",38.9585297026902
cluster 4,000100,property,-77.0606772965942,,theft/other,day,137483,2,2,2019,property|theft/other,georgetown,2D2,206,6,000100 4,precinct 5,394737,3036 - 3099 block of m street nw,2019-05-01T11:43:34.000,19074165,theft/other,19074165-01,2E,2019-05-01T17:29:26.000Z,others,"38.905196143375171,-77.060679599342876",38.9051883564576
cluster 6,010700,property,-77.0449029522074,2019-05-06T17:15:09.000,theft/other,evening,137019,2,2,2019,property|theft/other,golden triangle,2D3,207,6,010700 1,precinct 2,396105,820 - 899 block of 20th street nw,2019-05-06T16:45:40.000,19077771,theft/other,19077771-01,2A,2019-05-07T00:58:05.000Z,others,"38.901023394173812,-77.044905249789593",38.9010156075087
cluster 7,005001,property,-77.029043843613,2019-05-06T19:13:37.000,theft/other,evening,138085,3,2,2019,property|theft/other,,3D3,307,6,005001 1,precinct 16,397481,1500 - 1599 block of vermont avenue nw,2019-05-06T18:32:10.000,19077773,theft/other,19077773-01,2F,2019-05-07T02:03:17.000Z,others,"38.910631316387295,-77.029046136844229",38.9106235271933
cluster 36,007502,violent,-76.9700888141464,2019-05-06T19:14:35.000,robbery,evening,132669,7,8,2019,violent|robbery,,7D1,702,4,007502 1,precinct 134,402596,2400 - 2698 block of good hope road se,2019-05-06T19:08:49.000,19077833,robbery,19077833-01,8B,2019-05-07T01:23:04.000Z,gun,"38.861841700411645,-76.970091086044278",38.8618339188653
cluster 9,010200,property,-77.0209175933005,2019-05-06T20:42:07.000,motor vehicle theft,evening,134605,1,6,2019,property|motor vehicle theft,southwest,1D1,103,8,010200 2,precinct 142,398185,600 - 699 block of i street sw,2019-05-06T13:00:43.000,19077842,motor vehicle theft,19077842-01,6D,2019-05-07T02:07:52.000Z,others,"38.879283931647876,-77.020919882087568",38.879276148473
cluster 26,006600,property,-76.997325982773,2019-05-06T20:59:33.000,theft/other,evening,135355,1,6,2019,property|theft/other,capitol hill,1D2,107,6,006600 1,precinct 89,400232,600 - 699 block of c street se,2019-05-06T20:37:55.000,19077858,theft/other,19077858-01,6B,2019-05-07T02:57:02.000Z,others,"38.886042066025041,-76.997328264626262",38.8860342806079
cluster 39,009811,property,-77.0005758286805,2019-05-11T02:02:35.000,theft/other,midnight,128916,7,8,2019,property|theft/other,,7D3,708,6,009811 1,precinct 125,399950,4200 - 4232 block of 4th street se,2019-05-11T00:37:00.000,19080821,theft/other,19080821-01,8D,2019-05-11T06:05:27.000Z,others,"38.828036835644646,-77.000578108015191",38.8280290620591
cluster 38,007403,violent,-76.9785386402395,,assault w/dangerous weapon,midnight,131126,7,8,2019,violent|assault w/dangerous weapon,,7D2,704,3,007403 1,precinct 116,401863,1803 - 1841 block of alabama avenue se,2019-05-11T00:37:32.000,19080827,assault w/dangerous weapon,19080827-01,8E,2019-05-11T08:42:32.000Z,gun,"38.847943550715549,-76.978540913923425",38.8479357722897
cluster 18,002102,property,-77.0169714194221,,burglary,midnight,143180,4,4,2019,property|burglary,,4D1,403,5,002102 6,precinct 57,398529,300  - 399 block of kennedy street nw,2019-05-11T01:52:24.000,19080837,burglary,19080837-01,4D,2019-05-11T07:09:21.000Z,others,"38.956531005364496,-77.01697371170178",38.9565232064712
cluster 34,007604,violent,-76.9700033857578,2019-05-11T04:00:32.000,robbery,midnight,133930,6,7,2019,violent|robbery,,6D2,605,4,007604 1,precinct 111,402603,2500 - 2599 block of pennsylvania avenue se,2019-05-11T02:16:54.000,19080869,robbery,19080869-01,7B,2019-05-11T08:00:05.000Z,gun,"38.873201285676018,-76.970005658320261",38.8731935018333
cluster 30,009602,violent,-76.9499649286524,2019-05-11T02:11:57.000,assault w/dangerous weapon,midnight,137226.22,6,7,2019,violent|assault w/dangerous weapon,,6D1,601,3,009602 2,precinct 100,404340.06,3501 - 3752 block of hayes street ne,2019-05-11T02:05:03.000,19080880,assault w/dangerous weapon,19080880-01,7D,2019-05-11T07:51:53.000Z,knife,"38.902888024453866,-76.949967196781117",38.9028802338754
cluster 39,009811,violent,-76.9985028505304,2019-05-15T21:02:56.000,assault w/dangerous weapon,evening,128889,7,8,2019,violent|assault w/dangerous weapon,,7D3,706,3,009811 1,precinct 125,400130,4200 - 4283 block of 6th street se,2019-05-15T19:26:40.000,19083654,assault w/dangerous weapon,19083654-01,8D,2019-05-16T01:02:49.000Z,gun,"38.827793598863607,-76.998505129205",38.8277858252501
cluster 32,009603,violent,-76.9503410421417,,assault w/dangerous weapon,evening,136189,6,7,2019,violent|assault w/dangerous weapon,,6D3,603,3,009603 3,precinct 102,404308,3900 - 3903 block of minnesota avenue ne,2019-05-15T19:05:11.000,19083658,assault w/dangerous weapon,19083658-01,7F,2019-05-16T00:56:57.000Z,knife,"38.893544529099401,-76.950343309818464",38.89353674042
cluster 30,007803,property,-76.9476529299575,2019-05-15T21:33:17.000,theft/other,evening,136535,6,7,2019,property|theft/other,,6D1,602,6,007803 1,precinct 99,404541,4000 - 4121 block of minnesota avenue ne,2019-05-15T21:30:18.000,19083728,theft/other,19083728-01,7F,2019-05-16T02:36:15.000Z,others,"38.896660251410943,-76.947655196986659",38.8966524620029
cluster 21,003301,property,-77.0105974145305,2019-05-07T08:44:15.000,theft f/auto,day,139151,3,5,2019,property|theft f/auto,,3D2,306,7,003301 1,precinct 135,399081,1 - 99 block of adams street nw,2019-05-07T07:53:40.000,19078068,theft f/auto,19078068-01,5E,2019-05-07T18:19:42.000Z,others,"38.920237331499081,-77.010599702604111",38.9202295396805
cluster 36,007408,property,-76.9708860792533,2019-05-07T07:30:14.000,theft/other,day,132058,7,8,2019,property|theft/other,,7D1,701,6,007408 1,precinct 115,402527,2400 - 2499 block of ainger place se,2019-05-06T17:30:36.000,19078078,theft/other,19078078-01,8B,2019-05-07T13:12:36.000Z,others,"38.856337754556932,-76.97088835106473",38.8563299741515
cluster 16,001600,property,-77.0417499495921,2019-05-11T15:10:36.000,theft/other,midnight,146859,4,4,2019,property|theft/other,,4D1,401,6,001600 4,precinct 62,396383,1800  - 1899 block of redwood terrace nw,2019-03-12T11:41:58.000,19081060,theft/other,19081060-01,4A,2019-05-15T10:48:52.000Z,others,"38.989666081638781,-77.041752251623777",38.9896582770016
cluster 39,007304,property,-76.9892070589021,2019-05-11T15:00:21.000,theft f/auto,evening,130320,7,8,2019,property|theft f/auto,,7D2,705,7,007304 3,precinct 120,400937,1200 - 1299 block of trenton place se,2019-05-11T12:00:56.000,19081100,theft f/auto,19081100-01,8C,2019-05-12T02:51:39.000Z,others,"38.84068421672071,-76.989209335466228",38.8406764401577
cluster 26,006700,property,-76.9892807642273,2019-05-16T08:30:38.000,theft f/auto,day,135440,1,6,2019,property|theft f/auto,,1D2,107,7,006700 2,precinct 88,400930,1200 - 1299 block of walter street se,2019-05-15T19:30:19.000,19083897,theft f/auto,19083897-01,6B,2019-05-16T13:25:21.000Z,others,"38.886807317532238,-76.989283043621782",38.8867995316611
cluster 7,005201,property,-77.0319606361531,2019-05-16T10:00:14.000,theft/other,day,138017,2,2,2019,property|theft/other,,2D3,208,6,005201 4,precinct 16,397228,1500 - 1520 block of 14th street nw,2019-05-16T09:45:21.000,19083927,theft/other,19083927-01,2F,2019-05-16T14:42:25.000Z,others,"38.910017987435737,-77.031962930255162",38.9100101984742
cluster 23,008803,property,-76.9863717732439,2019-05-16T10:00:39.000,theft f/auto,day,138011,5,5,2019,property|theft f/auto,,5D3,506,7,008803 1,precinct 76,401182,1700 - 1799 block of west virginia avenue ne,2019-05-15T18:00:06.000,19083941,theft f/auto,19083941-01,5D,2019-05-16T14:50:26.000Z,others,"38.909967515544196,-76.9863740531449",38.9099597248931
cluster 7,005001,property,-77.0307853964931,,theft/other,day,138223,3,2,2019,property|theft/other,,3D3,307,6,005001 2,precinct 16,397330,1300 - 1399 block of corcoran street nw,2019-05-16T09:59:37.000,19083944,theft/other,19083944-01,2F,2019-05-16T15:25:44.000Z,others,"38.91187402169875,-77.030787690342592",38.9118662323192
cluster 25,008002,property,-76.9807729542241,2019-05-16T11:47:17.000,theft/other,day,136090,1,6,2019,property|theft/other,,1D2,108,6,008002 2,precinct 86,401668,200 - 299 block of 17th street ne,2019-05-16T11:40:53.000,19083999,theft/other,19083999-01,6A,2019-05-16T16:33:54.000Z,others,"38.892661672201321,-76.980775231325765",38.8926538848323
cluster 34,007604,property,-76.959484529829,,theft/other,day,133455,6,7,2019,property|theft/other,,6D2,605,6,007604 2,precinct 109,403516,3200 - 3299 block of pennsylvania avenue se,2019-05-16T13:03:35.000,19084026,theft/other,19084026-01,7B,2019-05-16T17:35:57.000Z,others,"38.868919117200782,-76.959486798855011",38.8689113338313
cluster 25,010600,property,-77.0058914055214,2019-05-16T14:09:05.000,theft/other,day,137576,5,6,2019,property|theft/other,noma,5D1,501,6,010600 2,precinct 83,399489,1200 - 1229 block of 1st street ne,2019-05-16T11:54:51.000,19084038,theft/other,19084038-01,6C,2019-05-16T18:08:38.000Z,others,"38.906049530007046,-77.005893691262727",38.9060417408735
cluster 39,010400,violent,-76.9959221282293,,robbery,evening,130869,7,8,2019,violent|robbery,,7D2,705,4,010400 1,precinct 123,400354,2900 - 2999 block of 7th street se,2019-05-16T12:45:23.000,19084044,robbery,19084044-01,8C,2019-05-16T19:37:48.000Z,others,"38.845630281939243,-76.995924407184773",38.845622504627
cluster 21,004600,property,-77.013674078274,2019-05-16T14:57:46.000,theft f/auto,midnight,137856,3,5,2019,property|theft f/auto,,3D2,308,7,004600 2,precinct 19,398814,100 - 299 block of o street nw,2019-05-16T14:02:27.000,19084062,theft f/auto,19084062-01,5E,2019-05-17T10:28:49.000Z,others,"38.908571215644834,-77.013676366593032",38.9085634262929
cluster 33,009905,violent,-76.9256274969808,2019-04-22T11:26:21.000,homicide,midnight,134892,6,7,2019,violent|homicide,,6D3,604,1,009905 3,precinct 105,406453,5300 - 5399 block of e street se,2019-04-22T10:48:33.000,19068178,homicide,19068178-01,7E,2019-04-22T04:00:00.000Z,gun,"38.881847537022125,-76.925629756247361",38.8818397497847
cluster 15,000502,property,-77.055497287206,2019-04-21T17:00:56.000,theft/other,day,140277,2,3,2019,property|theft/other,,2D2,204,6,000502 2,precinct 26,395188,3000 - 3199 block of connecticut avenue nw,2019-04-19T16:00:49.000,19068193,theft/other,19068193-01,3C,2019-04-22T16:41:31.000Z,others,"38.930368000715738,-77.055499589882345",38.9303602085318
cluster 2,003100,property,-77.0231694219311,2019-04-22T12:50:18.000,theft/other,day,140078,4,1,2019,property|theft/other,,4D3,409,6,003100 1,precinct 38,397991,3000 - 3099 block of georgia avenue nw,2019-04-21T23:00:11.000,19068210,theft/other,19068210-01,1A,2019-04-22T17:15:57.000Z,others,"38.92858622762644,-77.023171714430703",38.9285784345942
cluster 4,000100,property,-77.0606772965942,,theft/other,evening,137483,2,2,2019,property|theft/other,georgetown,2D2,206,6,000100 4,precinct 5,394737,3036 - 3099 block of m street nw,2019-04-22T12:36:27.000,19068221,theft/other,19068221-01,2E,2019-04-22T20:28:24.000Z,others,"38.905196143375171,-77.060679599342876",38.9051883564576
cluster 26,007100,property,-76.9867809044198,2019-04-22T14:08:52.000,theft/other,day,134664,1,6,2019,property|theft/other,,1D3,106,6,007100 2,precinct 91,401147,1350 - 1399 block of potomac avenue se,2019-04-22T12:42:55.000,19068237,theft/other,19068237-01,6B,2019-04-22T18:08:24.000Z,others,"38.87981655320106,-76.986783182609756",38.8798087686474
cluster 30,007803,property,-76.9409091505505,2019-04-22T15:02:24.000,theft/other,evening,136549,6,7,2019,property|theft/other,,6D1,602,6,007803 4,precinct 99,405126,4200 - 4399 block of edson place ne,2019-04-22T13:53:27.000,19068262,theft/other,19068262-01,7D,2019-04-22T19:33:18.000Z,others,"38.896783152217687,-76.940911415486397",38.8967753625341
cluster 32,009603,property,-76.9385969584504,2019-04-26T19:39:53.000,theft/other,evening,135921,6,7,2019,property|theft/other,,6D1,608,6,009603 1,precinct 102,405327,4400 4499  block of benning road ne,2019-04-26T18:41:05.000,19071295,theft/other,19071295-01,7D,2019-04-27T00:20:15.000Z,others,"38.891124702197096,-76.938599222321585",38.8911169135693
cluster 18,002600,property,-77.0376287350923,2019-04-26T21:17:03.000,theft f/auto,evening,141908,4,4,2019,property|theft f/auto,,4D3,404,7,002600 2,precinct 48,396738,1600  - 1699 block of allison street nw,2019-04-24T18:00:46.000,19071323,theft f/auto,19071323-01,4A,2019-04-27T01:16:31.000Z,others,"38.945067654656746,-77.037631033104262",38.9450598588439
cluster 16,001600,property,-77.0286009481452,2019-04-26T22:30:06.000,theft f/auto,evening,146343,4,4,2019,property|theft f/auto,,4D1,401,7,001600 1,precinct 62,397522,7800  - 7899 block of 12th street nw,2019-04-26T22:00:13.000,19071407,theft f/auto,19071407-01,4A,2019-04-27T02:36:53.000Z,others,"38.985021800212223,-77.028603245795182",38.9850139960178
cluster 9,006400,property,-77.0090922394787,2019-04-26T22:35:28.000,theft/other,midnight,133853,1,6,2019,property|theft/other,,1D3,106,6,006400 2,precinct 127,399211,1400 - 1499 block of south capitol street,2019-04-26T22:34:01.000,19071408,theft/other,19071408-01,6D,2019-04-27T03:13:50.000Z,others,"38.872511135776968,-77.009094524170933",38.8725033535282
cluster 8,005201,property,-77.0320970520639,2019-04-22T00:20:16.000,theft/other,midnight,137538,2,2,2019,property|theft/other,downtown,2D3,208,6,005201 1,precinct 17,397216,1300 - 1499 block of massachusetts avenue nw,2019-04-22T00:15:13.000,19067975,theft/other,19067975-01,2F,2019-04-22T05:29:29.000Z,others,"38.905702951305294,-77.032099345944701",38.9056951632188
cluster 2,002701,violent,-77.0374623246594,2019-04-22T01:10:18.000,robbery,midnight,140870,3,1,2019,violent|robbery,,3D1,302,4,002701 1,precinct 40,396752,1610 - 1699 block of oak street nw,2019-04-21T23:42:21.000,19067980,robbery,19067980-01,1D,2019-04-22T05:35:58.000Z,knife,"38.935717099321757,-77.037464622046883",38.9357093053863
cluster 32,007708,property,-76.9553821294587,2019-04-22T01:05:16.000,theft/other,midnight,135528,6,7,2019,property|theft/other,,6D3,603,6,007708 1,precinct 132,403871,3500 - 3599 block of b street se,2019-04-22T01:00:49.000,19067982,theft/other,19067982-01,7F,2019-04-22T05:30:39.000Z,others,"38.887592026337451,-76.955384398343298",38.8875842390466
cluster 17,002102,property,-77.0116180256881,,theft f/auto,midnight,143132,4,4,2019,property|theft f/auto,,4D2,406,7,002102 3,precinct 57,398993,5400  - 5499 block of 1st street nw,2019-04-22T00:52:45.000,19067987,theft f/auto,19067987-01,4B,2019-04-22T05:55:49.000Z,others,"38.956099263359562,-77.011620316273735",38.9560914643533
cluster 18,002501,property,-77.0336274324741,2019-04-22T07:30:44.000,motor vehicle theft,day,142263,4,4,2019,property|motor vehicle theft,,4D3,404,8,002501 2,precinct 48,397085,1400  - 1499 block of decatur street nw,2019-04-21T12:00:43.000,19068089,motor vehicle theft,19068089-01,4C,2019-04-22T18:24:32.000Z,others,"38.948266814642267,-77.033629729435845",38.9482590180356
cluster 9,006400,property,-77.0116146580082,2019-04-22T06:00:19.000,theft/other,day,132978,1,6,2019,property|theft/other,capitol riverfront,1D3,105,6,006400 2,precinct 127,398992,1 - 99 block of v street sw,2019-04-19T15:30:15.000,19068108,theft/other,19068108-01,6D,2019-04-22T14:22:04.000Z,others,"38.864628553548982,-77.011616943005592",38.864620772985
cluster 24,009000,property,-76.9526904146746,2019-04-26T16:45:12.000,theft/other,evening,139117.85,5,5,2019,property|theft/other,,5D2,503,6,009000 1,precinct 139,404102.67,2400 - 2499 block of market street ne,2019-04-26T16:40:01.000,19071177,theft/other,19071177-01,5C,2019-04-26T21:32:03.000Z,others,"38.919929611473258,-76.952692684691257",38.9199218175591
cluster 13,000902,property,-77.1136423866963,2019-04-17T18:05:46.000,theft/other,evening,140749,2,3,2019,property|theft/other,,2D2,205,6,000902 2,precinct 8,390147,5800 - 5899 block of potomac avenue nw,2018-09-01T08:00:53.000,19071227,theft/other,19071227-01,3D,2019-04-26T22:29:48.000Z,others,"38.934577848863462,-77.113644707734437",38.9345700580063
,010400,property,-76.9959218395329,2019-04-24T06:50:53.000,theft/other,evening,131430,7,8,2019,property|theft/other,,7D1,703,6,010400 2,precinct 119,400354,2698 - 2701 block of martin luther king jr avenue se,2019-04-24T06:44:10.000,19071235,theft/other,19071235-01,8C,2019-04-26T23:00:45.000Z,others,"38.850684016912133,-76.995924118795656",38.8506762385793
cluster 39,009803,property,-77.0028219168908,2019-04-26T19:17:05.000,burglary,evening,129917,7,8,2019,property|burglary,,7D2,707,5,009803 1,precinct 124,399755,3700 - 3799 block of 2nd street se,2019-04-26T18:20:15.000,19071264,burglary,19071264-01,8C,2019-04-26T23:45:29.000Z,others,"38.837054274203908,-77.002824197472748",38.8370464988803
cluster 21,004600,property,-77.0106763882957,2019-05-01T16:31:31.000,theft/other,evening,137856,3,5,2019,property|theft/other,,3D2,308,6,004600 1,precinct 19,399074,1 - 99 block of o street nw,2019-05-01T14:59:48.000,19074285,theft/other,19074285-01,5E,2019-05-01T20:31:18.000Z,others,"38.908571528134019,-77.010678675681177",38.9085637386703
cluster 35,007603,property,-76.9625219594953,2019-05-01T16:40:35.000,theft f/auto,evening,132010,6,7,2019,property|theft f/auto,,6D2,606,7,007603 4,precinct 113,403253,2708 - 2799 block of 31st street se,2019-05-01T03:30:16.000,19074332,theft f/auto,19074332-01,7B,2019-05-01T22:30:10.000Z,others,"38.855902964929768,-76.962524228675761",38.8558951843013
cluster 30,007803,violent,-76.943950133788,2019-05-01T16:11:09.000,assault w/dangerous weapon,evening,136877,6,7,2019,violent|assault w/dangerous weapon,,6D1,602,3,007803 1,precinct 99,404862,4000 - 4199 block of hayes street ne,2019-05-01T16:10:23.000,19074341,assault w/dangerous weapon,19074341-01,7D,2019-05-01T21:15:51.000Z,gun,"38.8997393944097,-76.943952399851241",38.8997316042427
cluster 8,004702,property,-77.0101566953121,2019-05-01T16:45:11.000,theft f/auto,evening,137184,1,6,2019,property|theft f/auto,,1D1,102,7,004702 1,precinct 1,399119,1 - 60 block of k street nw,2019-05-01T16:44:21.000,19074375,theft f/auto,19074375-01,6E,2019-05-02T02:43:04.000Z,others,"38.902517962374617,-77.010158982166104",38.9025101741122
cluster 4,000202,property,-77.0628335820436,2019-05-01T18:37:05.000,theft/other,evening,137528,2,2,2019,property|theft/other,georgetown,2D2,206,6,000202 3,precinct 6,394550,1200 - 1237 block of wisconsin avenue nw,2019-05-01T18:34:17.000,19074447,theft/other,19074447-01,2E,2019-05-02T01:10:17.000Z,others,"38.905600379438127,-77.062835885488312",38.9055925925196
cluster 6,010700,property,-77.0441787536416,2019-05-06T22:06:20.000,theft f/auto,evening,137186.59,2,2,2019,property|theft f/auto,golden triangle,2D3,207,7,010700 1,precinct 17,396167.9,1900 - 1999 block of k street nw,2019-05-06T20:46:16.000,19077875,theft f/auto,19077875-01,2B,2019-05-07T02:15:17.000Z,others,"38.902533381104988,-77.044181051090675",38.9025255941084
cluster 32,009603,property,-76.9506179555565,2019-05-06T22:36:14.000,theft/other,midnight,136147,6,7,2019,property|theft/other,,6D3,603,6,009603 3,precinct 102,404284,3844 - 3899 block of minnesota avenue ne,2019-05-06T21:17:29.000,19077905,theft/other,19077905-01,7F,2019-05-07T03:27:06.000Z,others,"38.893166294845386,-76.950620223296525",38.8931585062525
cluster 23,007901,property,-76.9803906515132,2019-05-07T01:43:47.000,theft/other,midnight,136862,5,6,2019,property|theft/other,,5D3,507,6,007901 4,precinct 81,401701,1516 - 1699 block of benning road ne,2019-05-06T22:24:11.000,19077982,theft/other,19077982-01,6A,2019-05-07T07:32:06.000Z,others,"38.89961606775941,-76.980392928919855",38.8996082789733
cluster 39,009811,property,-76.9959692089006,,motor vehicle theft,midnight,128897,7,8,2019,property|motor vehicle theft,,7D3,706,8,009811 2,precinct 125,400350,785 - 4375 block of barnaby road se,2019-05-07T04:36:54.000,19078022,motor vehicle theft,19078022-01,8D,2019-05-07T09:14:24.000Z,others,"38.827865606708947,-76.995971486790936",38.8278578329867
cluster 25,008402,property,-76.9940630716407,2019-05-02T00:30:35.000,theft/other,midnight,136784,1,6,2019,property|theft/other,,1D2,104,6,008402 2,precinct 82,400515,813 - 899 block of g street ne,2019-04-30T00:00:00.000,19074640,theft/other,19074640-01,6A,2019-05-02T05:15:58.000Z,others,"38.898914909959522,-76.994065353262826",38.898907121824
cluster 17,001901,property,-77.0269304702815,2019-04-22T15:03:00.000,theft f/auto,evening,143865,4,4,2019,property|theft f/auto,,4D1,402,7,001901 1,precinct 58,397666,900  - 1099 block of peabody street nw,2019-04-22T15:00:59.000,19068309,theft f/auto,19068309-01,4B,2019-04-22T20:41:32.000Z,others,"38.962699793049218,-77.026932766041696",38.9626919932857
cluster 15,001302,property,-77.0580805326973,2019-05-02T10:14:43.000,theft/other,day,140772.69,2,3,2019,property|theft/other,,2D1,203,6,001302 2,precinct 27,394964.33,3319 - 3499 block of connecticut avenue nw,2019-05-02T09:45:27.000,19074774,theft/other,19074774-01,3C,2019-05-02T14:14:32.000Z,others,"38.934832073647613,-77.058082836451547",38.9348242806608
cluster 9,011000,property,-77.0164107306246,2019-05-02T09:00:48.000,theft f/auto,midnight,134292,1,6,2019,property|theft f/auto,,1D3,105,7,011000 4,precinct 127,398576,200 - 399 block of m street sw,2019-05-02T06:00:18.000,19074778,theft f/auto,19074778-01,6D,2019-05-03T10:46:51.000Z,others,"38.876465024278872,-77.016413017836499",38.8764572415049
cluster 26,008002,violent,-76.9767502407114,2019-04-22T16:30:51.000,robbery,evening,136018,1,6,2019,violent|robbery,,1D2,108,4,008002 1,precinct 86,402017,1900 - 1999 block of constitution avenue ne,2019-04-22T16:29:18.000,19068363,robbery,19068363-01,6A,2019-04-22T23:58:23.000Z,gun,"38.892012338104941,-76.976752516520719",38.8920045507172
cluster 4,000202,property,-77.0639891986959,2019-05-07T01:30:32.000,burglary,day,137863,2,2,2019,property|burglary,georgetown,2D2,206,5,000202 2,precinct 6,394450,1401 - 1498 block of wisconsin avenue nw,2019-05-07T01:00:57.000,19078115,burglary,19078115-01,2E,2019-05-07T14:22:08.000Z,others,"38.908617549755391,-77.063991502684956",38.9086097622719
cluster 32,007703,property,-76.9413990624417,2019-04-27T06:03:00.000,burglary,midnight,135772,6,7,2019,property|burglary,,6D3,603,5,007703 1,precinct 103,405084,4100 - 4276 block of east capitol street,2019-04-27T04:30:29.000,19071591,burglary,19071591-01,7F,2019-04-27T10:01:55.000Z,others,"38.889783893229044,-76.941401327104103",38.8897761049759
cluster 25,008402,property,-76.9873537662569,2019-05-07T11:50:18.000,theft f/auto,day,136784,1,6,2019,property|theft f/auto,,1D2,104,7,008402 1,precinct 82,401097,1300 - 1349 block of g street ne,2019-05-07T10:50:03.000,19078164,theft f/auto,19078164-01,6A,2019-05-07T15:50:07.000Z,others,"38.898914376576805,-76.987356045789483",38.8989065881915
cluster 25,008002,property,-76.9803232246035,2019-04-14T08:18:36.000,theft f/auto,day,136161,1,6,2019,property|theft f/auto,,1D2,108,7,008002 2,precinct 86,401707,1700 - 1719 block of c street ne,2019-04-07T23:30:30.000,19078197,theft f/auto,19078197-01,6A,2019-05-07T17:19:16.000Z,others,"38.893301191722294,-76.980325501604142",38.8932934042075
cluster 4,000202,property,-77.0639976244854,2019-05-02T16:59:07.000,theft/other,evening,137479,2,2,2019,property|theft/other,georgetown,2D2,206,6,000202 4,precinct 6,394449,3200 - 3275 block of m street nw,2019-05-02T15:57:54.000,19074978,theft/other,19074978-01,2E,2019-05-02T20:58:58.000Z,others,"38.905158338230919,-77.063999928265474",38.905150551445
cluster 25,008410,property,-76.9926447206785,,theft f/auto,evening,137220,1,6,2019,property|theft f/auto,,1D2,104,7,008410 1,precinct 82,400638,1000 - 1027 block of 10th street ne,2019-05-11T16:01:58.000,19081173,theft f/auto,19081173-01,6A,2019-05-11T21:37:50.000Z,others,"38.902842473802338,-76.992647002098536",38.9028346848219
cluster 22,009102,property,-76.9937613602702,2019-05-07T14:08:25.000,theft/other,day,139301,5,5,2019,property|theft/other,,5D2,505,6,009102 2,precinct 72,400541,2300 - 2499 block of washington place ne,2019-05-07T13:06:26.000,19078239,theft/other,19078239-01,5C,2019-05-07T18:12:56.000Z,others,"38.92158889501443,-76.993763643182518",38.9215811022957
